#SKILL
MinMana     20
Beats       12
Damage      flamestrike~
MsgOff      !Flamestrike!~
End

#SKILL
Name        fly~
SpellFun    spell_fly~
Target      2
MinPos      8
MinMana     10
Beats       18
MsgOff      You slowly float to the ground.~
End

#SKILL
Name        floating disc~
SpellFun    spell_floating_disc~
Target      0
MinPos      8
MinMana     40
Beats       24
MsgOff      !Floating disc!~
End

#SKILL
Name        frenzy~
SpellFun    spell_frenzy~
Target      2
MinPos      8
MinMana     30
Beats       24
MsgOff      Your rage ebbs.~
End

#SKILL
Name        gate~
SpellFun    spell_gate~
Target      0
MinPos      7
MinMana     80
Beats       12
MsgOff      !Gate!~
End

#SKILL
Name        giant strength~
SpellFun    spell_giant_strength~
Target      2
MinPos      8
MinMana     20
Beats       12
MsgOff      You feel weaker.~
End

#SKILL
Name        harm~
SpellFun    spell_harm~
Target      1
MinPos      7
MinMana     35
Beats       12
Damage      harm spell~
MsgOff      !Harm!,        ~
End

#SKILL
Name        haste~
SpellFun    spell_haste~
Target      2
MinPos      7
MinMana     30
Beats       12
MsgOff      You feel yourself slow down.~
End

#SKILL
Name        heal~
SpellFun    spell_heal~
Target      2
MinPos      7
MinMana     50
Beats       12
MsgOff      !Heal!~
End

#SKILL
Name        heat metal~
SpellFun    spell_heat_metal~
Target      1
MinPos      7
MinMana     25
Beats       18
Damage      spell~
MsgOff      !Heat Metal!~
End

#SKILL
Name        holy word~
SpellFun    spell_holy_word~
Target      0
MinPos      7
MinMana     200
Beats       24
Damage      divine wrath~
MsgOff      !Holy Word!~
End

#SKILL
Name        identify~
SpellFun    spell_identify~
Target      4
MinPos      8
MinMana     12
Beats       24
MsgOff      !Identify!~
End

#SKILL
Name        infravision~
SpellFun    spell_infravision~
Target      2
MinPos      8
MinMana     5
Beats       18
MsgOff      You no longer see in the dark.~
End

#SKILL
Name        invisibility~
SpellFun    spell_invis~
Target      5
MinPos      8
MinMana     5
Beats       12
MsgOff      You are no longer invisible.~
MsgObj      $p fades into view.~
End

#SKILL
Name        know alignment~
SpellFun    spell_know_alignment~
Target      2
MinPos      7
MinMana     9
Beats       12
MsgOff      !Know Alignment!~
End

#SKILL
Name        lightning bolt~
SpellFun    spell_lightning_bolt~
Target      1
MinPos      7
MinMana     15
Beats       12
Damage      lightning bolt~
MsgOff      !Lightning Bolt!~
End

#SKILL
Name        locate object~
SpellFun    spell_locate_object~
Target      0
MinPos      8
MinMana     20
Beats       18
MsgOff      !Locate Object!~
End

#SKILL
Name        magic missile~
SpellFun    spell_magic_missile~
Target      1
MinPos      7
MinMana     15
Beats       12
Damage      magic missile~
MsgOff      !Magic Missile!~
End

#SKILL
Name        mass healing~
SpellFun    spell_mass_healing~
Target      0
MinPos      8
MinMana     100
Beats       36
MsgOff      !Mass Healing!~
End

#SKILL
Name        mass invis~
SpellFun    spell_mass_invis~
Target      0
MinPos      8
MinMana     20
Beats       24
MsgOff      You are no longer invisible.~
End

#SKILL
Name        nexus~
SpellFun    spell_nexus~
Target      0
MinPos      8
MinMana     150
Beats       36
MsgOff      !Nexus!~
End

#SKILL
Name        pass door~
SpellFun    spell_pass_door~
Target      3
MinPos      8
MinMana     20
Beats       12
MsgOff      You feel solid again.~
End

#SKILL
Name        plague~
SpellFun    spell_plague~
Target      1
MinPos      7
MinMana     20
Beats       12
Damage      sickness~
MsgOff      Your sores vanish.~
End

#SKILL
Name        poison~
SpellFun    spell_poison~
Target      6
MinPos      7
MinMana     10
Beats       12
Damage      poison~
MsgOff      You feel less sick.~
MsgObj      The poison on $p dries up.~
End

#SKILL
Name        portal~
SpellFun    spell_portal~
Target      0
MinPos      8
MinMana     100
Beats       24
MsgOff      !Portal!~
End

#SKILL
Name        protection evil~
SpellFun    spell_protection_evil~
Target      3
MinPos      8
MinMana     5
Beats       12
MsgOff      You feel less protected.~
End

#SKILL
Name        protection good~
SpellFun    spell_protection_good~
Target      3
MinPos      8
MinMana     5
Beats       12
MsgOff      You feel less protected.~
End

#SKILL
Name        ray of truth~
SpellFun    spell_ray_of_truth~
Target      1
MinPos      7
MinMana     20
Beats       12
Damage      ray of truth~
MsgOff      !Ray of Truth!~
End

#SKILL
Name        recharge~
SpellFun    spell_recharge~
Target      4
MinPos      8
MinMana     60
Beats       24
MsgOff      !Recharge!~
End

#SKILL
Name        refresh~
SpellFun    spell_refresh~
Target      2
MinPos      8
MinMana     12
Beats       18
Damage      refresh~
MsgOff      !Refresh!~
End

#SKILL
Name        remove curse~
SpellFun    spell_remove_curse~
Target      5
MinPos      8
MinMana     5
Beats       12
MsgOff      !Remove Curse!~
End

#SKILL
Name        sanctuary~
SpellFun    spell_sanctuary~
Target      2
MinPos      8
MinMana     75
Beats       12
MsgOff      The white aura around your body fades.~
End

#SKILL
Name        shield~
SpellFun    spell_shield~
Target      2
MinPos      8
MinMana     12
Beats       18
MsgOff      Your force shield shimmers then fades away.~
End

#SKILL
Name        shocking grasp~
SpellFun    spell_shocking_grasp~
Target      1
MinPos      7
MinMana     15
Beats       12
Damage      shocking grasp~
MsgOff      !Shocking Grasp!~
End

#SKILL
Name        sleep~
SpellFun    spell_sleep~
Target      1
MinPos      8
MinMana     15
Beats       12
MsgOff      You feel less tired.~
End

#SKILL
Name        slow~
SpellFun    spell_slow~
Target      1
MinPos      7
MinMana     30
Beats       12
MsgOff      You feel yourself speed up.~
End

#SKILL
Name        stone skin~
SpellFun    spell_stone_skin~
Target      3
MinPos      8
MinMana     12
Beats       18
MsgOff      Your skin feels soft again.~
End

#SKILL
Name        summon~
SpellFun    spell_summon~
Target      0
MinPos      8
MinMana     50
Beats       12
MsgOff      !Summon!~
End

#SKILL
Name        teleport~
SpellFun    spell_teleport~
Target      3
MinPos      7
MinMana     35
Beats       12
MsgOff      !Teleport!~
End

#SKILL
Name        ventriloquate~
SpellFun    spell_ventriloquate~
Target      0
MinPos      8
MinMana     5
Beats       12
MsgOff      !Ventriloquate!~
End

#SKILL
Name        weaken~
SpellFun    spell_weaken~
Target      1
MinPos      7
MinMana     20
Beats       12
Damage      spell~
MsgOff      You feel stronger.~
End

#SKILL
Name        word of recall~
SpellFun    spell_word_of_recall~
Target      3
MinPos      5
MinMana     5
Beats       12
MsgOff      !Word of Recall!~
End

#SKILL
Name        acid breath~
SpellFun    spell_acid_breath~
Target      1
MinPos      7
MinMana     100
Beats       24
Damage      blast of acid~
MsgOff      !Acid Breath!~
End

#SKILL
Name        fire breath~
SpellFun    spell_fire_breath~
Target      1
MinPos      7
MinMana     200
Beats       24
Damage      blast of flame~
MsgOff      The smoke leaves your eyes.~
End

#SKILL
Name        frost breath~
SpellFun    spell_frost_breath~
Target      1
MinPos      7
MinMana     125
Beats       24
Damage      blast of frost~
MsgOff      !Frost Breath!~
End

#SKILL
Name        gas breath~
SpellFun    spell_gas_breath~
Target      0
MinPos      7
MinMana     175
Beats       24
Damage      blast of gas~
MsgOff      !Gas Breath!~
End

#SKILL
Name        lightning breath~
SpellFun    spell_lightning_breath~
Target      1
MinPos      7
MinMana     150
Beats       24
Damage      blast of lightning~
MsgOff      !Lightning Breath!~
End

#SKILL
Name        general purpose~
SpellFun    spell_general_purpose~
Target      1
MinPos      7
MinMana     0
Beats       12
Damage      general purpose ammo~
MsgOff      !General Purpose Ammo!~
End

#SKILL
Name        high explosive~
SpellFun    spell_high_explosive~
Target      1
MinPos      7
MinMana     0
Beats       12
Damage      high explosive ammo~
MsgOff      !High Explosive Ammo!~
End

#SKILL
Name        locate wizard mark~
SpellFun    spell_locate_wizard_mark~
Target      0
MinPos      8
MinMana     20
Beats       18
MsgOff      !Locate Wizard Mark!~
End

#SKILL
Name        axe~
SpellFun    spell_null~
Target      0
MinPos      7
MinMana     0
Beats       0
MsgOff      !Axe!~
End

#SKILL
Name        dagger~
SpellFun    spell_null~
Target      0
MinPos      7
MinMana     0
Beats       0
MsgOff      !Dagger!~
End

#SKILL
Name        flail~
SpellFun    spell_null~
Target      0
MinPos      7
MinMana     0
Beats       0
MsgOff      !Flail!~
End

#SKILL
Name        mace~
SpellFun    spell_null~
Target      0
MinPos      7
MinMana     0
Beats       0
MsgOff      !Mace!~
End

#SKILL
Name        polearm~
SpellFun    spell_null~
Target      0
MinPos      7
MinMana     0
Beats       0
MsgOff      !Polearm!~
End

#SKILL
Name        shield block~
SpellFun    spell_null~
Target      0
MinPos      7
MinMana     0
Beats       0
MsgOff      !Shield!~
End

#SKILL
Name        spear~
SpellFun    spell_null~
Target      0
MinPos      7
MinMana     0
Beats       0
MsgOff      !Spear!~
End

#SKILL
Name        sword~
SpellFun    spell_null~
Target      0
MinPos      7
MinMana     0
Beats       0
MsgOff      !sword!~
End

#SKILL
Name        whip~
SpellFun    spell_null~
Target      0
MinPos      7
MinMana     0
Beats       0
MsgOff      !Whip!~
End

#SKILL
Name        backstab~
SpellFun    spell_null~
Target      0
MinPos      8
MinMana     0
Beats       24
Damage      backstab~
MsgOff      !Backstab!~
End

#SKILL
Name        bash~
SpellFun    spell_null~
Target      0
MinPos      7
MinMana     0
Beats       24
Damage      bash~
MsgOff      !Bash!~
End

#SKILL
Name        berserk~
SpellFun    spell_null~
Target      0
MinPos      7
MinMana     0
Beats       24
MsgOff      You feel your pulse slow down.~
End

#SKILL
Name        dirt kicking~
SpellFun    spell_null~
Target      0
MinPos      7
MinMana     0
Beats       24
Damage      kicked dirt~
MsgOff      You rub the dirt out of your eyes.~
End

#SKILL
Name        disarm~
SpellFun    spell_null~
Target      0
MinPos      7
MinMana     0
Beats       24
MsgOff      !Disarm!~
End

#SKILL
Name        dodge~
SpellFun    spell_null~
Target      0
MinPos      7
MinMana     0
Beats       0
MsgOff      !Dodge!~
End

#SKILL
Name        enhanced damage~
SpellFun    spell_null~
Target      0
MinPos      7
MinMana     0
Beats       0
MsgOff      !Enhanced Damage!~
End

#SKILL
Name        envenom~
SpellFun    spell_null~
Target      0
MinPos      5
MinMana     0
Beats       36
MsgOff      !Envenom!~
End

#SKILL
Name        hand to hand~
SpellFun    spell_null~
Target      0
MinPos      7
MinMana     0
Beats       0
MsgOff      !Hand to Hand!~
End

#SKILL
Name        kick~
SpellFun    spell_null~
Target      1
MinPos      7
MinMana     0
Beats       12
Damage      kick~
MsgOff      !Kick!~
End

#SKILL
Name        parry~
SpellFun    spell_null~
Target      0
MinPos      7
MinMana     0
Beats       0
MsgOff      !Parry!~
End

#SKILL
Name        rescue~
SpellFun    spell_null~
Target      0
MinPos      7
MinMana     0
Beats       12
MsgOff      !Rescue!~
End

#SKILL
Name        trip~
SpellFun    spell_null~
Target      0
MinPos      7
MinMana     0
Beats       24
Damage      trip~
MsgOff      !Trip!~
End

#SKILL
Name        second attack~
SpellFun    spell_null~
Target      0
MinPos      7
MinMana     0
Beats       0
MsgOff      !Second Attack!~
End

#SKILL
Name        third attack~
SpellFun    spell_null~
Target      0
MinPos      7
MinMana     0
Beats       0
MsgOff      !Third Attack!~
End

#SKILL
Name        fast healing~
SpellFun    spell_null~
Target      0
MinPos      4
MinMana     0
Beats       0
MsgOff      !Fast Healing!~
End

#SKILL
Name        haggle~
SpellFun    spell_null~
Target      0
MinPos      5
MinMana     0
Beats       0
MsgOff      !Haggle!~
End

#SKILL
Name        hide~
SpellFun    spell_null~
Target      0
MinPos      5
MinMana     0
Beats       12
MsgOff      !Hide!~
End

#SKILL
Name        lore~
SpellFun    spell_null~
Target      0
MinPos      5
MinMana     0
Beats       36
MsgOff      !Lore!~
End

#SKILL
Name        meditation~
SpellFun    spell_null~
Target      0
MinPos      4
MinMana     0
Beats       0
MsgOff      Meditation~
End

#SKILL
Name        peek~
SpellFun    spell_null~
Target      0
MinPos      8
MinMana     0
Beats       0
MsgOff      !Peek!~
End

#SKILL
Name        pick lock~
SpellFun    spell_null~
Target      0
MinPos      8
MinMana     0
Beats       12
MsgOff      !Pick!~
End

#SKILL
Name        sneak~
SpellFun    spell_null~
Target      0
MinPos      8
MinMana     0
Beats       12
MsgOff      You no longer feel stealthy.~
End

#SKILL
Name        steal~
SpellFun    spell_null~
Target      0
MinPos      8
MinMana     0
Beats       24
MsgOff      !Steal!~
End

#SKILL
Name        scrolls~
SpellFun    spell_null~
Target      0
MinPos      8
MinMana     0
Beats       24
MsgOff      !Scrolls!~
End

#SKILL
Name        staves~
SpellFun    spell_null~
Target      0
MinPos      8
MinMana     0
Beats       12
MsgOff      !Staves!~
End

#SKILL
Name        wands~
SpellFun    spell_null~
Target      0
MinPos      8
MinMana     0
Beats       12
MsgOff      !Wands!~
End

#SKILL
Name        recall~
SpellFun    spell_null~
Target      0
MinPos      8
MinMana     0
Beats       12
MsgOff      !Recall!~
End

#SKILL
Name        dual wield~
SpellFun    spell_null~
Target      0
MinPos      8
MinMana     0
Beats       12
MsgOff      !Dual Wield!~
End

#SKILL
Name        spellcraft~
SpellFun    spell_null~
Target      0
MinPos      8
MinMana     0
Beats       0
MsgOff      !Spellcraft!~
End

#SKILL
Name        swim~
SpellFun    spell_null~
Target      0
MinPos      0
MinMana     0
Beats       0
End

#SKILL
Name        waves of weariness~
SpellFun    spell_waves_of_weariness~
Target      1
MinPos      8
MinMana     20
Beats       12
MsgOff      You feel less weary.~
End

#SKILL
Name        sacrificial heal~
SpellFun    spell_sacrificial_heal~
Target      2
MinPos      8
MinMana     250
Beats       12
End

#END
